review,tag
"This game is very boring, way too many ads, and just overall sketchy and laggy",tag:(ads)
"Too many ads, after every single level and even randomly while im playing :( at least u have to let me play each level without interruption.",tag:(ads)
It's a pretty fun app but it's not that hard actually not hard at all yes I do understand theres alot of ads after EVERY SINGLE LEVEL but theres a lil trick that stops it just turn off your wifi or/and mobile data! Boom better overall the app get a 3 star,tag:(ads)
Ads are so annoying,tag:(ads)
Too many forced ads,tag:(ads)
Nothing to an interesting game and lots of ads,tag:(ads)
It's fun but you watch more ads than play,tag:(ads)
"Fun and relaxing game. The controls could be a bit better and the ads could be toned down a little but other than that, pretty enjoyable. Oh, and its literally impossible to get the biggest X which Is a bit annoying.",tag:(ads)
Another one of those stupid games with ads at the end of every level,tag:(ads)
SO MANY ADS,tag:(ads)
This game is so boring there is no hard level and there's ads,tag:(ads)
Ads.. ads everywhere,tag:(ads)
Ok but soooooook many ads you need to turn off wifi and data to play,tag:(ads)
Adssssssss plz remove,tag:(ads)
There was way too many ads,tag:(ads)
WAY TOO MANY ADS,tag:(ads)
I hate this app nobody will play because ads ads ads all the time if they can fix it do it now please,tag:(ads)
Ads.,tag:(ads)
This game is absolute garbage theres an ad after every level and the optional ads just say video not ready it also is impossible to get to the jackpot. When u get to a part with alot of blocks it either lags u or finds out a way to make you lose your blocks. Deleted.,tag:(ads)
ads,tag:(ads)
Too many ads beat the game within one week nuff said,tag:(ads)
Cool game too many unstoppable ads,tag:(ads)
"I don't mind watching ads, but it's too much. Annoying.",tag:(ads)
"Waste of time dont download, its rigged and nothing special really happens. Would probably give this zero stars. To many ads.",tag:(ads)
Too many ads,tag:(ads)
Spaming to eneble for u to steal my personal data and block part of screen when i play and ads spam is reason for 1 star. Uninstalling asap,tag:(ads)
I would have rated it higher if there wasn't ads after EVERY SINGLE LEVEL.,tag:(ads)
"The game amazing nice concepts,it's just that there are not many levels, the same level is kept repeating over and over again, and yes there are ads but no to many though. All the ads are kid friendly by the way! (^-^).",tag:(ads)
To much ads,tag:(ads)
"Repetitive, way too many ads.",tag:(ads)
"You developers have got to stop with the ads after every single level. This game doesn't even have that much content and it doesn't spike in difficulty. Once you get all the upgrades, it's just the same thing over and over again with an annoying ad after each level. I'll watch ads and give you guys free money if you build a good game around it but you're gonna have to try harder than this.",tag:(ads)
I like the game but there's way to many ads,tag:(ads)
I would love this game if it doesn't have to many ads.,tag:(ads)
I lvl it I give it three star bc it' has a lot of ads,tag:(ads)
I got this game to stop the godawful ads. You have my download stop taking my time up.,tag:(ads)
Disgusting amount of ads. 30 second ad after every level. Ads are longer then the levels themselves.,tag:(ads)
"This is an amazing game. I enjoy playing it. I have read in some comments that there are so many ads but my solution was to turn of the WiFi. Some people also said that we never reached the end where there are alot of diamonds, and my advice to them is to have good sense and to use ur brains cause I reach that part a thousand times. * DUH*",tag:(ads)
No way to get the bonus at the end... Just there to tease you. And the ads... Good LORD the ads! Spent 10 min on this game... 7 of them were watching ads!!!,tag:(ads)
I like the game. Its fun and time passes while I play it so yeah. Main reason I got was because I was tired of seeing ads for this game and people not even trying. Also I was waiting to get it for a while.,tag:(ads)
"VERY FUN! BEST OFFLINE GAME EVER! This game is really fun and epic and cool and very satisfying when you collect blocks. 👌🏽👌🏽👌🏽👌🏽 Really fun game and super easy to play, if you turn off wifi you get zero ads. **SUBSCRIBE TO PigsForLife Draws and PigsForLife Studios on YouTube**",tag:(ads)
The game wonderful ☺️ and there are no ads there are many levels the game is not so much hard also it is amazing,tag:(ads)
"I really dont get it, why when you lose you put the option to skip qith an ad BEFORE continue comes up. I just cant beleive how money hungry you stupid people are. Why the hell do you have to wait an eternity before you can hit the no thanks. And you make the skip button move around and stuff so its flashier so you click it. That also explains why the ""no"" button is BARELY visible, you make people think the ad is the only option. Gameplay was okay, thats why its a 2 star. also to many ads usual",tag:(ads)
To many ads,tag:(ads)
Fun concept sure. The game would be great but an ad after every level makes me just uninstall the game itself. Not surprising anymore since voodoo has the most ads of any game out there,tag:(ads)
Fun but the ads are too agressive. Gets worst the more you play.,tag:(ads)
"Even with wifi cut off, ads were too many.",tag:(ads)
Nice game I like it but to much ads,tag:(ads)
"Too many ads, especially if you lose a level. Angle makes it really difficult to play and it's impossible to get more than part way up the stairs at the end. It was fun for 10 mins but uninstalling now.",tag:(ads)
My gosh advert after advert which is fine as you need ads to have a free game but 30 second adverts just takes all the fun out of it and becomes hard to watch,tag:(ads)
I love this game and it's not that laggy than your other game but if you don't want ads popping up everywhere you need to turn off the WiFi all the bad ratings that say there are too many ads then you should turn off the WiFi and some of the levels are the same but that's OK and I've got through the gems like 4 times and I'll make sure I'll go go through it 100 times but you should also add new skins and cubes it'll be fun if you do an update but I love this game.i unlocked all skins,tag:(ads)
"Like most games, fun concept, poor execution. Sudden ""lag"" at important sections feel like bad design at best and intentional screwing you over to get ad views at worst. Also, mandatory ads on top of optional ads is always a bad call in my book.",tag:(ads)
I like this game i give it a five but when i do the chest thing i get alot off ads and i gotten all the cubes and people and i would suggest putting more stuff :> but i love thr creator also,tag:(ads)
Too many ads I dont like and the is not straight its curve waste of my time ..,tag:(ads)
Not with the 27 ADs in 5 minutes,tag:(ads)
"Would put no star if possible. Ads so many, lag makes you move the wrong way and die so you can never reach the top. And furthermore after a round sometimes you can't proceed to try again without an unskippable ad.",tag:(ads)
"This whole game is rigged. No matter what you can't get the jackpot at the end, the restart button doesn't restart, rotating blocks are timed so you have no choice but to hit them, etc. On top of that there's an ad every other game, yet you can't watch ads when given the option to to get extra rewards, it just says ""video isn't ready.""",tag:(ads)
To much ads,tag:(ads)
"To many ads, bruh",tag:(ads)
This app is really good and fun but a bit of ads,tag:(ads)
Adssssssssssssss,tag:(ads)
"Too much 30-second ads, so remove all pleasure to play.",tag:(ads)
"To be honest, useless game...l mean ya it passes my time, but if l say that clearly then ""it wastes my time"", this game is just rubbish & overall these stupid ads...just ugh... This game sucks...😒😑",tag:(ads)
You are really good at making up new ways to make me hate ads more.,tag:(ads)
It is nice but there is only two problems. That is why give it only 3 stars. First issue is that problem is if I collect all blocks except 3-4 than also we will loose and second issue that if we want to skip because the level is too hard so we have to see an ad and normally also too many ads interrupt us . Please think about it 🧐🧐,tag:(ads)
Ads is too much that's y 1 rate otherwise full 🌟..,tag:(ads)
I love the game and its very easy game and i now its have a lot of ads!!!!!!,tag:(ads)
Best game for timepass and here's a tip thank me later for this : if u get annoyed by ads so just turn your mobile metwork off when it needs to be sipmlee because it's offline game ⭐⭐⭐⭐⭐,tag:(ads)
So many ads dont download this after you lose or win it plays an ad,tag:(ads)
It needs more avatars and cubes bc I am having loads of money right now,tag:(ads)
"Game is fun but way to many ads, spent more time watching ads then playing game. Sorry deleted",tag:(ads)
I love this game and it's not that laggy than your other game but if you don't want ads popping up everywhere you need to turn off the WiFi all the bad ratings that say there are too many ads then you should turn off the WiFi and some of the levels are the same but that's OK and I've got through the gems like 4 times and I'll make sure I'll go go through it 100 times but you should also add new skins and cubes it'll be fun if you do an update but I love this game.i unlocked all skins,tag:(ads)
Lucky patcher needed to have good experience (too many ads),tag:(ads)
"Great advert simulator. If watching ads for more time than playing the game is what you are looking for, then this is the game for you!",tag:(ads)
"Every level is a few seconds long, and then there's a 30 second ad. I feel like I watch more ads than I get to pay. So not worth it 😟",tag:(ads)
Hate the ads,tag:(ads)
It's okay I guess but it's full with ads and it's hard to get out of the lava and it's hard to get different cubes so it's best you delete the app to free space or save your space for a GOOD game,tag:(ads)
Horrible I couldn't even play the game the game was sooo glitchy I wish I could give it a 0 star I advice to not get it I sucks I had so many ads. And it glitched my whole phone. I HATE THIS APP,tag:(ads)
guys do not use. too much spam ads.,tag:(ads)
"I find it extremely suspicious that the highest multiplier I've been able to get at the end is 11x, even collecting all the blocks I see and losing the least number possible at each obstacle, yet the ""jackpot"" is a couple steps higher than that. Seems like a ploy to keep you playing and watching ads with little actual reward.",tag:(ads)
Very repeatetive and an awful amount of ads.,tag:(ads)
This is game is really fun and the quality is great its not slow at all although there are ads but there are not a lot of ads they usually come in after your done playing mainly if you lose but the game is great recommend for ages 6 and up,tag:(ads)
Awesome game just way too many ads,tag:(ads)
"Fun, but WAY too many ads! One after every level, so about every 30 seconds. Uninstalled.",tag:(ads)
So fun The ads are Annoying But I still like the Game,tag:(ads)
Its fun but ive had it for like a day BUT i have played for like a few hours and its literally IMPOSSIBLE to get all the way up the number thing. Like i played and got all the cubes and hit the lowest stack of red blocks and i still only got to the ×10 thing. Its really annoying but the app is decent. It has only a few ads here and there and thats better than alot of apps. But other than that its pretty fun!,tag:(ads)
I was told from another review that you have a choice whether or not to see ads by clicking to watch but was a lie,tag:(ads)
The ads make this game unplayable. I spent more time watching ads than actually playing. It's faster to shut down the app and reboot it than watch one of the ads they play every 20 seconds,tag:(ads)
More time watching ads than playing,tag:(ads)
"The best game ever for me. So addictive,relaxing,though there are ads bit not that much that would make you hate it. Some And Relaxing",tag:(ads)
Too many ads on Tik Tok,tag:(ads)
I like this game very much it have not ads......and much fun. We play it and we really feel that it is a funniest game. I like this game soooooooooooooo much.,tag:(ads)
"Not very good I've been playing this game for roughly a day, but it's mainly as a background game when I'm bored. It is a pretty cool concept and works as a great flash game. However For a game about making precise turns and precise movements, this game is way to laggy. It will stop midway through the game and will just kill me. It also gives you no incentive to play. There is unlockable runners that need ads to unlock, and cubes that take at least 34 levels. The game itself is just terrible",tag:(ads)
"Ads between runs=1 star Puttings ads at the bottom is whatever, but if an app has the dumb scheme of a 15 second or more ad between EVERY SINGLE RUN, I give 1 star. Also, 3.49 is too much for ad free. $2 or less, stop kidding yourselves. This game can be won overnight by just purposefully watching ads as well. An average run nets you 30-100 gems, while watching one 30 second ad nets you 1,000!!!!",tag:(ads)
Way too much ads,tag:(ads)
ADS but funny,tag:(ads)
I think you have a game in your ads..,tag:(ads)
Very Bad Game so Many Ads This game pls dont download this game 🤧,tag:(ads)
Too many ads.,tag:(ads)
Too many ads while playing and also its progression heavy ad based. It's a shame because it seems it would be a great game.,tag:(ads)
This game is great! I recommened it to my husband and he loved it! And hes really picky and tempermental! The ads get you subjected to a lot of new things so I don't see why people wouldn't like ads. If your mentality is older than your age this game is great for you! Keep cube surfin! 🤗,tag:(ads)
Too much ads totally disappointed 000,tag:(ads)
Uhmm this game is super laggy or its just my phone device or it could be the game but there is no ads wich is kinda good but a u now its sucks i was gonna give it 5 starts until i clicked a button and an ad showed up i accidently clicked it because it went soo laggy cube surfer more like cube suffer!,tag:(ads)
way too much ads,tag:(ads)
Ads suck ro many ads just want to play the game,tag:(ads)
So many ads. Theres no point in playing this game because you spend 80% of your time watching a fricking ad.,tag:(ads)
It is a cash grab do not play this!!!!!!! Ads!!!!,tag:(ads)
I loved this game at start but once i noticed that there is an option up that support us by giving access to mobile data. Like I dont wanna do that and the main thing that annoyed me the most was that i used to click the cross on the right side of that option and it appeared back and after being annoyed i clicked the button to access my mobile data and they started asking for personal info thats why I had to delete this game one more reason is that there are a many of ads. Please try to improve,tag:(ads)
Ads make it absolutely unplayable,tag:(ads)
This game is great if you dont mind watching ads every 30 seconds. Super annoying.,tag:(ads)
"Most satisfying game ever! This game is good for any time and it has no ads unless you click on a video. You might get glitchy sometimes but I think that's just my phone. This game is awesome! Get awesome cubes to surf on and different skins to play with. For once, this game is exactly what it says in the ad. This game deserves a 5 star rating and you should download very, very soon... or now",tag:(ads)
NO ADS,tag:(ads)
It was fun at first but then it got to many ads and the cube was to slowl,tag:(ads)
way to many ads,tag:(ads)
I love this app it's just that there are to many ads .,tag:(ads)
I like it the best game in my tab but you need to stop our ads ❤️,tag:(ads)
I like this game but it's too much ads to do but I think it's good tho,tag:(ads)
"Fantastic game, works offline, few ads! VOODOO has really changed, in a good way!",tag:(ads)
Nobody should ever install these 2020 or 2019 games they are so much more worse than fruit ninja jetpack joyride and subway surfers etc. Also too many ADS i beat 1 level and I get a ad and the levels are like 15 to 30 Seconds long that's my review on this game the only good thing about it is it's pretty satisfying and there's some gameplay other than that I don't like this game,tag:(ads)
Nice game I give this five star becouse there are no ads sooooo nice game It is so lovly,tag:(ads)
VERY DISAPPOINTED! Every single time I play a stupid ad shows up and its very annoying that they'll say like wIn tHis lEvEl iTs eAsY ITS NOT I TRY to beat this stupid level but it's just weired to boost people's confidence by giving them the ads and then giving the opposite of what you want I'll be deleting this app pretty soon. Don't install it terrible terrible terrible.,tag:(ads)
Fun but to many ads.,tag:(ads)
Deleting. Had it downloaded for less than 10 minutes. Only downloaded because the top comment said there were rarely ads but i got 5 30 second ads within that time. I forgot why i dont download free games.,tag:(ads)
This is a boring game whenever you download it loads of ads come on I just don't like it,tag:(ads)
Too many ads. You get an ad after almost every level even if you dont hit the skip button. And the rounds only last maybe 20 seconds. Its annoying.,tag:(ads)
"Cool concept, barely fleshed out and attached to shameless adware. Ads after every level. Ads at the bottom of the screen. Ads to level up or get currency for some lame reskins. The gameplay is just, slide left or right to pick up currency and blocks to pass through the same 4-5 obstacles that are just rearranged for every level. No increase in difficulty, just repetitive gameplay designed to feed you into ads. Not worth the time it takes to download.",tag:(ads)
I think it could be better. Personally I would stop playing ads everytime I pass a new level and make it so that you dont lose almost all your cubes in the lava. I don't recommend this game.,tag:(ads)
This is fun but lots OF ADS WHY SO MUCH ADS,tag:(ads)
"Decent idea, but the levels are short as 🦆 and there's a 10-30 second long ad after EVERY level. More time spent with ads than the game.",tag:(ads)
So much ads do not recommend,tag:(ads)
Good game but ads were too pervasive ruining it. Game was fun and solidly designed.,tag:(ads)
u watch more ads then u play the game sont ever get this game,tag:(ads)
Ads with ads,tag:(ads)
"A really good game to play to pass time since levels are quite short, very easy to pick up for a first - timer Just a few too many ads :-(",tag:(ads)
Too many ads and you can never make it to the top,tag:(ads)
I love it not alot of ads or anything,tag:(ads)
To many ads,tag:(ads)
To many ads,tag:(ads)
This game fun becuase i can watch ads means that i can take breaks,tag:(ads)
Simple but fun gameplay that screws you over even if you played a perfect run. Ads after every level get annoying.,tag:(ads)
This game is fun but when you go into the lava most of your gems get taken away. And there is no reason to have gems after you get to the max level. Also there are alot of ads. And the same levels get repeated over and over again. I would not recommend this game to anyone.,tag:(ads)
Holy man there are a lot of ads,tag:(ads)
Too many ads,tag:(ads)
Ads suck,tag:(ads)
Way too many ads,tag:(ads)
"Way too many ads. An ad after every game, an ad for every optional action, and even if you take the optional action you still watch another ad after the level. There was even a few times where I had to watch multiple ads in a row before I just gave up and uninstalled.",tag:(ads)
Toooooo many ads,tag:(ads)
I like this game but so many ads,tag:(ads)
Goodish but there is SO MUCH ADS I get 1 every 20 seconds it's annoying!!,tag:(ads)
"I was very excited to play this game for a time killer, but after about two levels it would play me a 30 second unskipable add even if I died it would play and add even though I didn't press the skip button. I really was disappointed in the amount of ads please remove them. I deleted this app so sorry.",tag:(ads)
"Super fun, but 2 ads after almost every single level.",tag:(ads)
So much ads,tag:(ads)
Too many ads. An ad after every level makes the game worthless.,tag:(ads)
It's really fun and it has none ads! Install it right now!,tag:(ads)
"Way too many ads, levels repeat, nothing to purchase with the gems you earn except 9 skin and block packs. One of the worst games I've ever played as far as ad frequency, was a 15-30 second video after every level that you couldn't skip.",tag:(ads)
Way too many ads,tag:(ads)
ok game and as usual tons of ads. delete.,tag:(ads)
"Shallow game, just for ads",tag:(ads)
"Each level is no more than 10 seconds long, and it just cycles the same few levels over and over. On top of that, there is an ad between EVERY SHORT LEVEL. Its junk. I might be able to deal with the obnoxious amount of ads, if it didn't keep giving me a black screen. I keep getting a yahtzee ad, which is a full minute long, that you have to click to get the timer started, then you have to click to end the ad, which gives you a black screen and you cant play anymore. Screw this. This is junk.",tag:(ads)
Maybe try putting in more ads cuz the 10000 you get every minute is not enough,tag:(ads)
The ads seemed a bit bad but the actual gameplay was amazing. Highly recommend to those who need a game to cure there bordem.,tag:(ads)
"Eh it was kinda entertaining, but got boring after a while. One thing I will say is this: I'm glad you toned down on the ads a little bit.",tag:(ads)
Fun but too much ads,tag:(ads)
Game very gud bt pls stop the ads its boring 😢,tag:(ads)
This game has wayyy TOO MANY ADS when ur done with a level finished when you get to the ballon part ad when you press the nest button ad Like tf...,tag:(ads)
"The game is fun, the only stupid thing Voodoo needs to fix is I'm only able to level things up if I watch an ad.... You have enough ads during game play, don't force them on us for every single upgrade.",tag:(ads)
To many ads and it's boring laggy too,tag:(ads)
This game omg i hate it theres so much ads,tag:(ads)
Ads a little more than I would like,tag:(ads)
Ads,tag:(ads)
"Well, WITHOUT OVERREACTING. 70% Ads, 30% gameplay. That explains why you shouldn't download this sh*",tag:(ads)
This so bad this has a all of ads,tag:(ads)
"Not bad dude, lotta ads but the game isn't bad",tag:(ads)
"Entertaining and fun but to much ads, SO glad it does not crash love this game keep it up! :)",tag:(ads)
Pretty good game its fairly time consuming and there isnt an overwhelming amount of ads my only problem with this game is that after about 20 levels its just repeats itself.,tag:(ads)
"Everytime there's a wall of red blocks with a stack of yellow in front, the game lags making it impossible to get the shorter side after getting the yellow blocks. Doesn't happen with any other wall, ads after every single level. Don't download it",tag:(ads)
"Repetitive, boring, many ads. Fresh gameplay but: 1. They ask for personal data right away. 2. Ads ALWAYS after 1 or 2 plays. 3. So-so graphic.",tag:(ads)
Ads ads ads...,tag:(ads)
Whoever made this game don't know how to make levels and there are way too many ads,tag:(ads)
This game sucks it is infested with ads,tag:(ads)
"The game is great. However, the upgrades sometimes force you to watch an ad, and there aren't any. So you can't upgrade anything. Make ads optional.",tag:(ads)
Toooo many ads,tag:(ads)
to many ads👩‍❤️‍💋‍👩,tag:(ads)
Prepare for more ads than a blocker is worth.,tag:(ads)
"game is fun enough. short levels, and a game experience that's not too busy. I haven't figured out a way to replay (to try to get the big bonus on levels where it's possible) between levels. HOWEVER, the ads all but demand sexual assault. I deleted it.",tag:(ads)
Um to many ads,tag:(ads)
The gameplays are good the controls are goodand the graphics are good i rate it only 3 stars cuz i cant play properly because of the annoying ads that popup every time you finish the game,tag:(ads)
Beside the ads it's fun,tag:(ads)
"This Game is the best! I'm on level 248, And I own all the skins yet I still play it! Its addictive and there's not to many ads! I definitely recommend this game, Its one of my favourite games! Usually these types of games get boring but this didn't! 👏🌹",tag:(ads)
TOO MANY ADS,tag:(ads)
"It's so laggy its unplayable, I would rate it a one star but I'm nice so I'll give a two, just dont download it,its a pointless unplayable game that has ads after every death",tag:(ads)
THIS GAME SUCKS IT KEEPS LAGGING AND TOO MANY ADS WHAT KUND OF F-ING GAME IS THIS?!,tag:(ads)
"Your average game from Voodoo(a suspicious chinese company known for data trafficking) that doesn't give you ads at the beginning to make you want to continue giving your personal information to them,then as you progress there is more and more ads,and it gets to the point where you literally can't play anymore. Low effort and the levels are made hard on purpose to make you watch more ads to get past them. I don't reccomend this game at all if you do not want your personal data stolen or time",tag:(ads)
The game is okay but there are WAY to many ads! I find that a lot of games by VOODOO are full of ads,tag:(ads)
The game is fun but it is mostly like an ads simulator. So many ads.,tag:(ads)
Fun game love your games but too many ads.,tag:(ads)
Its a good fame but there are soo many ads plz try to do something about that,tag:(ads)
1 ads soooooo many ads 2 very boring 3 to easy 4 these nothing to do and 5 its poooooop,tag:(ads)
To many ads and it makes you rage so disappointed in this game,tag:(ads)
Is so amazing i hope the ads is gone i know your wonderfull god bless you for the game omg i love this ty ty for the support,tag:(ads)
The game itself is pretty fun but too many ads. It ruins the experience,tag:(ads)
"Would be a great timekiller, if not for ads after every run. Such a shame, and the very last Voodoo game I'll ever download.",tag:(ads)
"Nice game, it's a shame their are so many ads though.",tag:(ads)
This game is such a good game but if take all the ads away it will be as perfect,tag:(ads)
As I was surfing the cubes in this somewhat actual game [with too many ads] I was going to give this game 2/3 stars. Then I saw a botched eggplant c-section ad and you have lost your stars.,tag:(ads)
This game was on my ads so i tried it out i thought i would be laggy but this is one of the best games ever,tag:(ads)
"this game should just be called ""Ads!""",tag:(ads)
I hate it the adds are so constant it's insane if voodoo could make 1 game with no ads that would be awesome,tag:(ads)
There were so many ads it was annoying and unbelievable my kid got so annoyed at the ads,tag:(ads)
"Ad after every level, and the levels are quite short. Can't back out of the ads, have to wait about 10 seconds for them to let you skip them. Unplayable.",tag:(ads)
"It was amazing! I dont know what the people who were saying was horrible about it. There was no ads in it after levels just everytime i won balloons which was very rarely. There was no false advertosing because if u looked closely you could clearly see there were different kevels not just one continuos one. It is possible to win the jewels at the end, ive done it before.",tag:(ads)
too much ads,tag:(ads)
"Trash, constant ads",tag:(ads)
"Good game concept, but too many ads. Literally an ad after every fail or next level game. Not worth it and will uninstall.",tag:(ads)
Fun but too many ads,tag:(ads)
"The game is extremely fun but the amount of ads make it unbearable to play. Every 2nd turn you're forced to watch an ad even if you decline extra crystal bonuses, and these ads you need to click X on twice so it almost feels like two ads.",tag:(ads)
This game is fun but terrible at the same time it is incredibly difficult to get to the part with all the purple gems. Every time you get alot of the block things it finds a way to take most of them away which ticks me off. My experience with ads in this game is horrible after every level I get ads. The concept of the game gets boring after awhile and sometimes kicks me out of the game. 10/10 would NEVER download again.,tag:(ads)
To many ads,tag:(ads)
"Ads every time i get done with a level, RIDICULOUS....",tag:(ads)
I really liked the game so l gave it five stars it helps relax the mind and l haven't had ads so that's a first for me,tag:(ads)
"You spent more time watching the un-skipping ads, than the actual game",tag:(ads)
To many ads,tag:(ads)
To many ads. Sometimes once I finish a level there is a black screen.,tag:(ads)
I think it is a good game but there are ads when you play the game for to long...,tag:(ads)
"Paid for the add free version, and im still getting ads along with a banner that will not go away asking me to please support data sharing. Either I get the ads removed or I'm removing the game from my phone and requesting a refund",tag:(ads)
Liys i pad my mum and dads mony and i got no free robx lik you sed you scamd me and my sis and my dad and mum,tag:(ads)
Great game 👍 levels increase difficulty and very satisfying! But one thing is BAD. It's the ads because I want to lvl up my XBLOCK and it keeps on saying （VIDEO NOT READY YET）so I hope u update so it will have ads prepared every time finally I say 《♡》,tag:(ads)
There's not to many ads the retry button is fine and the game is brilliant cuz there's not to many ads ppl that say there are it's their device or sum thing and I haven't got one glitch in the game I've enjoyed it and I have no complaint 👍🏼😊 and I read the comments to so I reply as..... THE RED BLOCKS ARE FOR A CHALLANGE AND ITS NOT THE SAME ITS DIFFERENT U HATERS YH U BETTER THINK SMARTER CUZ UR FALLIN BACK And if u lose every time ur bad at the game lol😂😂😂😂,tag:(ads)
Umm it is very good and amazing but it keeps doing ads!!! even tho i did not click the ad button for free prizes!,tag:(ads)
Omg I hate this game!!!!! If your here to challenge yourself be prepered because to make it to the bouns end thing is impossible! I literally grab all the blocks possible do everything correctly and I still couldn't make it! Also there are soooooooo many ads it's insane like come on! If your looking for a fun easy game I suggest you go somewhere else just saying! Have fun and enjoy this terrible game!,tag:(ads)
Ads,tag:(ads)
"Good game, but lots of ads. It also riggs the levels so there's no chance of getting the highest score every time.",tag:(ads)
Good game but too many ads.,tag:(ads)
"This app is a prime example of mobile shovelware. - Ads; they are thrown out you as often as unity allows, and cycles between numerous providers to ensure maximum profit. This leads to unskippable long ads and forced max-volume music. - Gameplay; inherently unfair. Game purposely lags when collecting large amounts of cubes to force you to lose out. Additionally the lava trap is coded to take a percentage of your total. - GDPR; Not followed at all. Expect to lose control of your data.",tag:(ads)
It's a great game to play offline and when your bored. Theres not a lot of ads which is good for me coz I like deleting apps that have to many ads in🤣,tag:(ads)
It is wonderful and so much fun just also the ads i don't like them but keep it up! 👍,tag:(ads)
So many ads,tag:(ads)
Ads after every attempt get a grip ruin your own game with greed 🤣,tag:(ads)
"great game too,many ads",tag:(ads)
Too many ads,tag:(ads)
Too many ads you can never win and the lava is just annoying you should just make it so it's actually possible to win you do that and I'll change my rating,tag:(ads)
"Crashes, many ads and even playing the absolute best you can you still dont get the best reward. Bad game and doesn't even deserve the 1 star i have to give it",tag:(ads)
"The game is very nice but really too much ads, too much",tag:(ads)
Too many ads its frustrating,tag:(ads)
Too many ads,tag:(ads)
Hardly gets ads and its endless its fun,tag:(ads)
Way too many ads and it is a battery life drainer.,tag:(ads)
"It's too easy and AFAIK (150 lvl played) difficulty don't have any noticeable increase. It have a lot of ads, skipeable, but... You know, waste your time skipping ads.",tag:(ads)
TOO MUCH ADS,tag:(ads)
"This is such a cashgrab!!! First of all, the premium pack isn't real, second of all, there are WAYYYYYYYYYYY too many ads, try getting to the menu AD beat a level and go to the next level AD",tag:(ads)
Its a great game and really addicting but it has a lot of ads I mean a lot of ads but I recommend this game to everyone,tag:(ads)
"Ad pop-up after every stage that takes about 15 seconds is an interesting tactic to say the least. Thats 4 ads a minute, 40 per 10. The ad being 20-30 seconds at least means you for every minute of game play you watch 80 to 120 seconds of ads. You decide whether its worth it.",tag:(ads)
Get rid of those anoying ADS..!!!,tag:(ads)
"The game is pretty fun itself, but there are way too many ads. Also, the ads are very suspicious and I accidentally clicked one and it proceeded to try to download something to my phone.",tag:(ads)
"This game is AMAZING but only SOMETIMES a bit laggy.thus game is fun and you can realy calm down with this game if your in a bad mood!You can get diamonds but because I only downloaded this a few days a go,I don't know what the diamonds do.the reason I rated this game 4 starts and not 5,is because 1:there are ALOT of ads 2:it's kinda laggy.soooo....this game is recommended for all of you guys!",tag:(ads)
Some ads won't let you get past them ie yatzee and have to close and re enter game,tag:(ads)
Filled with ads every 1 level and offers no challenge whatsoever unstalled this garbage within 5 minutes,tag:(ads)
More ads than gaming time. No skill involved.,tag:(ads)
Very bad experience. The game is based on ads. The game play is very easy and not competitive. It feels like the levels are made easy on purpose so you continue play and they show you more ads,tag:(ads)
So irritating nd so many ads,tag:(ads)
Too many ads*!,tag:(ads)
Sooooo many ads,tag:(ads)
"Levels repeat after the first 20. The shortness of the levels and the sheer volume of the repeated levels means you're going to get a ton of ads. Only good thing is that you can get unlockables by simply playing the game and it doesn't take forever. But after you've unlocked everything, there's no reason to keep playing due to the lack of level variety.",tag:(ads)
I think this app is really great but I only give it 3 stars it's because there's too many ads like don't get me wrong this app is really fun app but I wish you didn't put a lot of ads🥺,tag:(ads)
Boring. Too many ads.,tag:(ads)
I have played for a while now..to reach 20x is impossible even if we collect all the cube. Also there is to many ads.,tag:(ads)
Too much ads,tag:(ads)
Game sucks. Glitches out and not able to get to twelve at all. And you get ads every single time you finish a level. And the levels just keep cycling through the same five stages. DO NOT DOWNLOAD!!!!!!!!,tag:(ads)
Too many ads and it lags when you pick upp alot of cubes at once,tag:(ads)
"The game is littered with ads just like every other VOODOO game because they obviously just want money and the levels are nearly the same so there is no variety and it kept on lagging and crashed entirely. Don't get this game, it is a waste of your time.",tag:(ads)
The game is fun! But the ADs is killing it wrong way. I keep getting stuck with the ADs and won't let me back in the game. Unintstalling the game.,tag:(ads)
the mechanics are terrible the game lags a lot and wayyy to many ads,tag:(ads)
The ads on Tiktok are toxic,tag:(ads)
This app is really fun I really love it because there are few ads and its super basic and easy and that is why you should try this game hope you like it,tag:(ads)
Wayyy to many ads.,tag:(ads)
So much ads god damn worse game ever,tag:(ads)
This is the worst game every time i complete a level it there always a ads. Cut down the ads and every game u make,tag:(ads)
This game among all other games created by the same people this game has a good concept but doesn't run as smooth as it should where as at times you will not move when you want to or you'll move and it will still manage to take cubes away from you game has not an unreasonable amount of ads but still annoying at times because every other level theres an ad so otherwise this game is fine but at times very unfun to play.,tag:(ads)
could be a great game. but they only made about 5 different levels that you just keep playing through over and over. if you turn off your internet there is no ads other than that after every 5 second track you watch a 30 second ad. wish the developers would have actually cared about this game as it could be a great game.,tag:(ads)
"Nice for ads, sometime it’s giveing game also😀",tag:(ads)
Its pretty fun and I unlocked everything it just has too many ads,tag:(ads)
Ads are too annoying and you can never surpass level 6 in the final stages,tag:(ads)
"This is a great game! But it just gets so boring and the levels repeat. It doesn't have many ads but I recommend if you want something more fun and thrilling. Definitely don't download this, but other then that it works just fine...",tag:(ads)
