content,score
"Everything I start the app, it crashes right after the logo screen. Just installed it and tried running, no go. I hope they fix it but it's EA so probably not.",1
Fun,5
Off the hook,5
It's clash of clans all over again,2
"This game is Clash of Clans with a reskin. I love this franchise, and to see it fall so low with it's extreme time gate and oppressive money sinks it just breaks my evil little heart.  If you love Clash of Clans, by all means install this game. If you loved DK1 & 2, steer clear or have your heart broken like me.",1
It won't let me in I used to have it but I deleted it this happened when I first downloaded it now again plz fix,4
Reminds me of the original,4
"Just like all other tower apps. Somewhat original content, with no original play. The wall system even seams flawed. Its a cave wall. Not a castle wall. In my opinion, that means you cant fly or attack over it. Line of sight only.  I will say i love the song and the humor. If they rework it just a little more. easily a 5 star game all day. Maybe 3 starter imps. Larger play area. Flying units that dont pass walls just ground attacks. Maybe tweak the immortals a little more as well. Over all not bad but fail.",1
Have loved ghis game for years....so happy to find it for my tablet....only wish I could play offline as well,5
Originally got game upon release needed a lot of work was very buggy and I truly was on satisfied since then they've made quantum leaps with the changes it is a lot more fun mainly bug free no problems here thank you for making an original classic fun,5
"Own the first 2, yes the win 95 and win2k version.. still has some of the original feel.. with new little twists. Bullfrogs original was still the best one yet,  but its definatly not bad for a touch version.",5
"I've never played a game of this sort, but it's turned out to be quite fun. If you're having second thoughts about downloading the game, dont. I'm sure you'll like it.",4
Nope,2
Addicting malicious strategy! Delicious!,4
This pc classic has been ruined by the most expensive pay to play set up,1
Its great,5
I use to play this all the time back in the day. I loved it and still do!,5
treade it you for boom beach,1
I love the game and all but redesigning the base is a hassle if you had like a edit mode that takes away blocks you've made and all your rooms and traps i would be very happy.,4
Great game bring in salamanders and the spell where you get to see threw the one of your creatures eyes and it becomes 1st person like in dungeon keeper 2 lol that  would be fun!,5
For those who wqnt to be more like The Overlord and less like the hero,4
"Seriously, EA, stop nickel and diming me. Give us a full version of these games with a clear up front cost we can play a real game. And what's with that fake email address with a catch all auto answer? If you don't have a real email don't lie to us.  I played Dungeon Keeper back when Bullfrog Owned it. Why can't I buy games like I used to? Now it's just pay to win...  There are quite a few games like that now. It's sickening. Does EA even make games of their own anymore?",1
Pretty cool game,5
I'll rate again later if I like it,3
I can't even open it!!!!! It force closes instantly every single time,1
It's awesome,5
Can't enter name for dungeon and can't continue,2
Love it,5
I can't type my name in tutarial. Now I can't  even  install  it.,1
"Digging time must be reduced. 4 hrs, really? At least down to one hr, or 30 min. Otherwise, the game is cool",4
Which is a lot,4
"Ok whats going with this game now. Its constantly crashing, lagging or loading. It will stop mid battle...it use to run fine. Too many updates is making this a bloated cow. Its a Good game. The dark cousin of clash of clans but it seems like its messed up now. Gonna give a couple more days then I will uninstall it if it's not improving.",4
Long time fan of this game!,5
Ghana,5
you forgotten the start button.,1
Enormously expensive to move past pay-wall. Otherwise 3 months of digging tiles is your game.,2
Awesome game.,5
"I would like it a lot more if despite my turning notifications off, it would stay off. It loudly announces when buildings or imps are done. It won't turn off!",3
Woo,5
"I used to play Dungeon Keeper 2 with my dad back when it first came out. The reason I downloaded this was for the sake of nostalgia. In-app-purchases drag this game down. It's like EA got their greedy hands on a classic game and then proceeded to try really hard to wring out your wallet. Thankfully, you don't have to purchase anything if you have the patience. This game makes you wish you were playing DK 2 instead. If you like really SLOW strategy games... this is for you.",2
"If you have limitless bank account or time its perfect for you, and the reviews are rigged too!",1
Great humor and very addictive,5
"I may enjoy smacking minions, however I do not enjoy my dungeon as it is. There should be an option to destroy rooms, as well as a dungeon editor.",2
Love it,5
How but you guys figure out a way to keep this game stable instead of getting booted out of costly battles.,2
Every time I try to open the app it leaves the app,1
It's very good for casual players,4
Cool game. But it keeps restarting my progress. If I didn't have to start over every 5 minutes I would five star,2
"Went through a tutorial that basically told me to give EA money. Went to name my dungeon, wouldn't let me. I give up.",1
Not to bad,4
Awesome,5
It's been forever since I've played dungeon keeper.,5
"This game is fantastic for a depressingly short time. One you get your third imp, you're pretty much at endgame unless you pay money or are willing to spend weeks farming achievements. The game wasn't pay to win and wasn't so punishing with wait times, it would easily be my favorite game on mobile.",1
"EA has destroyed a wonderful game.  They have sullied a work of art.  Whomever is responsible for this treasonous filth should have the same worked upon their body, while they are kept alive for as long as possible.",1
Runs great...no prob....at least yet...lol well done....i wish they made this again on pc......,4
"All it wants is money. 5 minutes of game, feed us cash, 5 minutes of game, more cash. Complete rip-off.",1
"It seems the creators of this title never played the original Dungeon Keeper, they just heard about it. Actions that should take mere seconds to complete now take hours.... unless you want to pay with real money. Shame on you EA! Making a single room should not take 2 whole days but 20 seconds.   ... I deleted the digital abortion after a few minutes.",1
Its great,5
Frequently drops connection with the server when doing raids and you lose everything you'd used so far.,2
Great game love it so far,4
I got a free song though?????,1
I was liking this game. Time needed was okay. Now new version waited 2 days for upgrade to unlock new things. Theynever unlocked. Now it takes attack points to upgrade dungeon heart. People attack more often never enough resources to update anything. This is why I quit clash of clans....any fun left in this game gone. Too many people attacking from three tiers up I'm gold 1 obsidian one attacking. Still never get enough to upgrade and now need to compete in the tournaments to get the new in game currency. Updated  I am DONE. TOO MANY ATTACKS.,1
Came back after 6 months worse than before can't defend your self still but worse. No balance in attack and defense.,1
Always a good game,5
To da Bones!,5
Whould give 5 if wasenr so lagy,4
"Entertaining and addictive. I played the original and I  like this version also. Some missing info at times but very playable. Lots of notifications though. Thanks for creating a game that'll  suck up my already limited time, enjoy.",4
"You hit the pay-wall pretty quick, but other than that it's really fun and a great time waster.",5
Whenever you attack another dungeon it goes black off in the middle its an constant irritation  and so it sucks,3
Good,5
"Great fun, and a nice relief from clash of clans",5
Unplayable. Crashed more times than I can count in the tutorial alone. Not worth the download - sucks too - I was looking forward to revisiting the franchise,1
Love this game then and now,5
"I enjoy passing some time setting up the dungeon. Can take awhile building out, but still fun.",5
Fun tower defense with cool twist,5
IM OP NO ONE CAN BEAT ME SO EASY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
Love dk,5
This game was so bad it gave me cancer. Avoid it at all cost.,1
this is just like the pc version but even more enjoyable and even an online version with guilds the best gamplay of its style of dungeon TOWER DEFENSE game play!!!........,5
Pay to win bullshit,1
Love the app..,5
Imps getting dungeon together happens way too much.,2
Its a little different then most games of its kind and that's why I love it!!!,5
"The graphics are great - just like the old PC game. The gameplay is pretty good  suffering mostly from very limited placement of your corridors and traps.  You will notice when raiding that most of the stronger dungeons all look the same - a mandala like maze of passages with a minimal number of rooms. This is nothing like the creativity of the original.   There are two serious problems. The first is that it is very intrusive - sending updates even when shut down among other things. Yes this can be tweaked but I couldn't easily find the settings to do so - so no stars lost for this, just a mild frustration.  The second point is that despite changes, the pay wall is still very steep and very high. Sure the game is free but to get the same experience as the original would cost far far more in micro payments.  This would be much less of a problem if the micropayment model had concentrated on providing payment only extras rather than crippling basic game play.  Play until just before you get frustrated then uninstall.",3
Cool,5
I loved the original and this is similar to multilayer og. I like how it's not too expensive and you can play for free without losing to others all the time,5
Crashes after 1 min every time. Error code 7. FIX IT.,1
Very well thought out app,5
Love,5
Its fun but its basically a cash grab.  It still takes months to level up.  Progression is still measured in years.  It's still a cashgrab.  You can only play for a few minutes daily basically.,3
"Long time fan, love the app",5
"Sure it's fun for 5 minutes, then it's pay to unlock this, pay for that, blah blah. Screw this, it's a sham trying to capitalize on good PC games. I'll stick to running the PC games on my phone through an emulator.",1
"I want to restart the game to make my dungeon better and more manageable,  BUT I Can't.  I don't want to make any other account just to reset this game.  The imps also cost so many gems while getting those many would take years to do.",1
Needs a bit more work,4
Classic,5
I Loved this game  when I used to play it on Win95.  This updated version is even better!,5
Omg you should get it it is awesome,5
I didn't play it yet,5
Cool,5
Fairly fun game but like most EA products the game is hard driven more so than most on you to purchase in app items to really progress. I understand that their sole purpose is to attain more money but EA is above and beyond greedy. Still it is decent even if you don't succumb to buying gems.,3
Should be more like the original game. Constant online content is stupid. Can someone make games with the gamer in mind not the money.,2
Hilarious and very fun,5
Some things are different but the feeling is the same as the original. I've wanted to play it again for some time now and now its back! I'm thrilled!,5
Raids are unbalanced continually get matched with dungeons 10 to 20 levels higher than me and impossible to win with such a level gap plus purchased dungeon protection dose not work still get raided,1
Every time I minimize the game progress restarts,1
Just as much fun as the original,4
Fun.,5
Fun,4
Awesome once u play u won't want to stop and if u think ur good enuf I'll be waiting so bring the game and get ready for some shame lately having trouble with the beginning loading process,3
Very good and funny but long loading,5
I've loved the mechanics of this game immensely and cannot express how happy I am that its actually pretty generous without buying extra stuff. Raiding and defending is actually pretty amazing and everything feels rewarding.,5
Guys this is unacceptable I'm playing on a brand new tablet with my router less than ten feet away and I keep getting booted in battle to my home dungeon. Not good if people are spending money and getting booted.,2
A good little game that is reminiscent of the pc version. Good to see it on mobile... kudos to the developers.,5
"It's a money Grubbing piece of crap that shouldn't be existing it's another one of ea's ""games"" If you could call it that, that everyone needs to stop buying into doggeroll like this if your coming into the gaming industry this is the most #1 thing to STAY AWAY FROM if I could I would give it a negative rating",1
Love this game and always have i was so happy someone made a moble one 5 star all the way thanks.,5
"Very unique base game compared to the major contenders,  super fun and diverse!",5
Fun to play,4
"Pointless to build walls. People buy expensive heroes dragons with real money that just fly over. When did anyone build a dungeon without a roof? Seriously, call the game maze keeper.",1
"In the latest version now, my app downloads patches every time I start it.  Does anyone know why that may be happening?  I don't want to pay it if it is going to kill all my data.",3
Hes right its not the same it has a little bit more loading and more pixels and better graphics,2
Game,5
Look up dungeon keeper 2. Nothing like the actually game,1
Easy to learn and enjoyable.,5
Love it! Reminds me of old times..,5
"This game is fun. Loved the original. (well done per phone version!) 1. Add more info* to certain items like bolstering. #2. THE WAIT TIME for the blocks is wayyy too long., however games fun. Need to make an easier way to see when tourneys are lasting or when they start-finish. Ive paid alot of money to this game,  gems are WAY too hard to get.... MAKE PART 2. thanks. Xoxo",4
Nice game,5
:-),5
This is right up my strategy alley,5
I'm winning big defensive points against high ranking ppl sending 1 unit. This has to be dropped connections. I have lost a number of attacks due to this myself.  Glitch wins are cheap.,3
Great,4
Game is sick. They actually gi e u enuff free gems to let you play for free.,5
If your looking for a time sink please look no further. That and there's something truly satisfying about slapping imps.,4
"Not a bad game, but it can get pretty tedious without enough imps. Rocking out in battles to raise your league status is about the only way to get gems less you buy them. But, for a free app, it's really good.",4
Fun,5
Can only one the game once.  My phone needs to be restarted for the game to open again,1
Power level of the minions seems to be a lot less now than what it was before the update. I can't give it any more stars than that...now the zoom doesn't work...can't take away the last star....,1
Still needs work but getting there,3
Crashes as soon as I open it.,1
Its basicly dk version of clash but with some interesting difference.,4
It reminds me how awesome the original games were...,3
Only thing slowing down the game is build times,5
Great game,5
*****---*-----********-------*******--*-*-*-******----*---------******----**-***-*--******---******--**-*-** (it is a secret code with took me a long time to make,5
So far so good I have only been playing a day but at least you can earn gems faster than most games,3
Nice,5
Love it,5
"24 hours to clear a gem vein? Extreme money loving thugs out there. If you interrogate me why its one star or ask me why, then I will laugh at everybody. Forget this game and play the pc version. You are better off without this crook of a ""game."" Enjoy this review ;)",1
Suprised @how addicting it is,4
I've been hoping I would see this! Thank u!,5
Lacks alot from PC version but still fun to play,4
Loved the game back in the day like this one. Toss a few bucks at it and it goes faster or don't. Still fun to play. Fun to find the best layout to ensure survival from others. I highly recomend this game to anyone who likes strategy and evil...,5
Getting really tired of this game downloading the updates every time I want to play it takes forever and it takes up a extra 51mb of space,2
Maybe even more fun than the original PC version.,5
"A classic , bring back the good times :)",5
"Good game, but I just bought swampus for full price, then about half an hour later he went on sale for only 500 gems.Is there any way to get some gems back?",3
"Fun game , but slow pregression",4
"Its really fun, i just keep raiding. It can entertain me for hours.",5
Not the old game by far but fun still,3
I keeps crashing on my Note 3,4
Because of rule changes and rebalanced items certain challenges are no longer able to be completed. I know cause I am In the middle of rebuilding my dungeon and I know the bug zapper challenge was never as hard as it is now.,3
The original dungeon keeper took like to seconds this takes 15 days,1
One of the better ones.,4
I played this year's ago on the PC. Nice piece of nostalgia.,5
"4/7/15: Made a complaint about in game keyboard not working two months ago. No answer. For over a year now the Troll bug is not fixed even tho they said it was. Freezes when raiding another dungeon = equals automatic loss, which happens at least once a day. This game used to have excellent customer service but that is now also gone. Almost not worth playing any longer. update 7/31/15  In game keyboard still does not work. Made multiple complaints but NOTHING has been done. 6 months now. No answer from EA.",1
So far so good,4
It keeps crashing right after i rename my place,4
Easy & Fun to Play & Learn A must download,5
"As the title says, the concept is great. The gameplay blows. Often I find myself having to reclick something 3 - 4 times to get it right. GUI is too small now. The biggest issue I have is how stinkin long it takes to do anything. I am at the point where it takes 1-4 DAYS to complete any action. I would have to pay to speed it up. Well, I paid 8$, about what I would be willing to pay for a game of this caliber, but I won't pay more. And now my interest is dwindling as I am forced to wait longer and longer.",2
Can't make a name,1
This is a very good game but today a box appeared on my guard post with an imp face on it please tell me what it is please it is very weird.,5
Good fun. Glitches. Wish for more monster choices are weapons. Not bad,3
No where near as good as clash of clans,3
I can't get past the name your dungeon,3
Great now that it has been fixed and enhanced,5
Not quite like the old PC game but enough quirky fun,5
"The game crashes on startup. I haven't even been able to get to the title screen. I would love to actually be able to play this game, but as it is, it's just taking up space in my sim card.",1
Very fun like the computer game,5
"This is the same as all the other games.  Build a base, go attack other people, get suckered out of your money.  Anyone who played the original dungeon keeper game for the PC will be very disappointed in this game.",1
I love this game. Way better then clash of clans,5
One of the best games I have played in a long time.,5
Its ok,3
Fun,5
"Not perfect and can be slow, but I am enjoying it.",4
It won't even open because it's optimized for tablets so don't make it a phone game if it doesn't seem to work,1
Super super super awsome,5
It waz fun and easy to play,5
"Issue with game data being out of sync and causing it to reload over and over. Only fix is to delete game data, and it happens again a few days later. They had an offer of a free Imp with any gem purchace, so I purchased enough gems to unlock an Imp and expecting that I could then redeem the free Imp and get two Imps... Well, it didnt work that way. They automatically give you the Imp and I then didn't have the gems to purchase the next one. Everything else is redeemed why not the free Imp?",4
Fun game,5
Fun game but slow progress and annoying mandatory pvp.,4
When I want to play and I tap on it was it does not work plz fix it,2
It not bad however my phone can't type message or write a dungeon name but all in all it fun little time waster,4
I still plat my dungeon keeper games.  Its nice to see it in a stratagy pvp game like this.,5
A over-time game,5
Nothing like the original. Terrible. Pay to win game.,1
"Awesome game from back in the day but won't play on my android. Downloaded twice and either freezes at the ""connecting"" stage or just shuts down. Would rave and rate if I could play.",1
Yeah,4
It seems fun right now,5
This game is so fun,5
"I've found it gets one sided once you reach a certain point, if you're lucky. Every so often I've had to restart my phone just to be able to raid other dungeons. Not your best work EA.",3
Badass to play,5
Nothing beats being able to slap a few imps around this game is quite addictive and the red dude that pops up can be very humorist,4
"Dont like the long waits, but addictive game.",5
But this app is a recreation of the favorite of an eclectic few.,5
"The game is fun and I enjoy the DK theme, however the ""buy my stuff"" messages are very annoying.  The micro transactions gets -1 star.",4
Amazing,5
Fun game,5
"I would love to give game a proper rating but I can't even log in to play it. Every time I try it say "" error connecting to server code 7 ""   PLEASE HELP",1
Great game!  Keep up the evil work!  3:),5
"I remember I still have the actual game they made long ago and it was amazing, hate to see they made it into this where everything it timed and such costs money and everything nothing like the old game",3
I bought gems and the game glitches while processing. 2 days later I realized it had gone through but I never got my gems. The devs asked me for proof (which I provided in spades) and I never heard from them again. WATCH OUT THIS GAME LITERALLY STEALS YOUR $$$.,1
"All of the sudden I can barely connect to the game, and getting disconnected during battle happens waaaay too often. This happens both on mobile data and WiFi.",3
Good,5
"Dungeon keeper mobile is an example of taking a unique game franchise and turning it into everything else that's trending. And when that happens, you get something mediocre. Don't waste your time or money on it",2
"Love this game. Its a bit of Overlord and the Arcade Classic Gauntlet with some good humor, nice graphics, and lots of upgrades. Loads of fun.",5
Good one...,4
Awesomenesssss,5
Im chums with the dungeon keeper,5
Best game I've ever played,5
"Untill the latest sale on immortal, now everybody flies past all traps with just a single immortal taking it all for free, now its the worst game ever",1
This game is so fun. Its an oldschool version of clash of clans.😃😃😃😃,5
"This game is like every other builder game, you can invade other dungeons which is interesting. Although it is not balanced for level. Unfortunately like most other builder games you need to spend a fortune in money, or wait forever to do anything.",3
This is so dumb play the originals way better then the microtransactions in this pile of crap.,1
I'm going to be a great problem to other players,5
Dungeon keeper ripe off with lile most mobile games now a clash of clans style game if you liked the classic Dungeon Keepers safe your self some crush hopes and dreams and leave this alone im uninstalling this after i post this. Thanks EA for ruining a classic yet again...,2
Fun game. But it updates WAY too often and for no reason. Also disconnects a lot.  Way more than other games on the play store.,2
"As a huge fan of the classic PC titles, I am impressed with the translation over to the ""freemium"" style genre.  Though lacking in the sandbox ability I enjoyed in the original,  it makes up for it with a nice bite-size gaming style that is just as easy to pick up and put down as it is to get sucked into for hours on end.",4
It's cool,5
To slow.,2
Woop,5
I love to slap my imps!! This  games is part tower defense which I love! Thank you very much! !,5
Decent game so far.. better than a better portion of dungeon  building games available on android market,4
Slow loading. Hard to keep enough cash to keep traps enabled. You will be defeated after enough attacks disable your traps. Can you PLEASE let us bypass the  introduction and ask us for an existing account. Its a pain to walk through starting a dungeon you'll never use if we have to clear cache or reinstall.,3
"It's been a year since I've played, and I was pretty excited that my dungeon and progress were saved, but now whenever I try to open, I get a patching error code. Please fix!",2
Tired of being attacked every 5 to 10 minutes can't save any gold or stone when being attacked that much,1
Amazing game. Used to have it for my pc. Ahh nostalgia. Love it.,5
Google keyboard doesn't work . my phone is a ZTE please fix,4
Awesome,5
I only have 4 games where I log into everyday..and this is one of them,4
Good,4
...would be five stars if not for build/dig times,3
I've filled the game from it's first one.,5
Reminds me of the originals,5
Awesome,5
Awesome awesome awesome awesome awesome awesome awesome awesome,5
Some of the upgrades take way too long,3
"I feel sad for anyone that gave this game a 5 star review. I feel sad because they obviously don't know what the original Dungeon Keeper was, and if they do, than they don't deserve to be called fans. The game does what every almost every free to play app does - they slow down gameplay so much, that you're willing to pay ludicrous amounts of real money to get it back to where it was. The only reason this game exists is to put you in a psychological battle between your patience and your wallet.",1
VERY VERY VERY ADDICTING,5
Good stuff.,5
"Love this game.. I've been at it for a while... would be five stars but since the last update the game won't recognize the stylus for my note 4... it's alot easier to build with it,  especially with the small wall blocks... so fix that n u'll get ur 5.   ;)",4
"I had this app in my iPhone before, now I'm rocking an android and it's a lot faster and even more fun now",5
Fun and cute. I really like this game,5
The best game of all time I can't stop playing it,5
would be nice if timers were not measured in days. really?,4
Ok,5
Amazing,5
"Loved the pc version, so far this matches up perfectly",5
Love it,5
"I've been a long time fan of the Dungeon Keeper games, and this is no disappointment! :)",5
Lots of variety.,5
Awesome. love the game.,5
"Iv alwas lufed tu kæpirin tu fun fun fun nos isn tækin sa  wit mie evin  whein is  indes  toiletbnturdkin ...nawis muymuy lurking ¡ærit! £€†§ €† @∅!!   An i'm sorry... I was domesticated until they unleashed the demons. And the hounds of hell were set upon my trail, forevermore forsaken my return flight to the home of my ancestors were my eternal salvation and the resting on of my wayscrossing of mine own spirit to wit my lord ever had barred from me. ]-[€££§∆X€ Gœd sπ¢¡† '🔥' |=|2€€×",5
"You have to think about your defense and offense.  You can't just plow through, and if you set it up right you can't get plowed over either.",5
I enjoy smacking my minions around.,5
I gave it 5 cuz of the concept but it need a better in the game way to get gems,5
Yes finally not sure what was done but it's fixed n back to normal so glad... truly is a great game... I loved it so much I ordered it online for my pc... thanks again,5
I have a lot of fun but it takes a time for things to update. I have been playing for a year and still not fully upgraded,5
"Load times, constant required Internet access, and the gem system keep it from having a perfect score.",3
The load times cause me to want to play less.,4
Great game. Kinda  like CoC but different kinda too. Love it u should get it!,5
This game is a Keeper.,5
"What an insult to such a classic game, don't even think about giving EA your money for this, they don't deserve it for pumping out this trash.",1
Fun,4
This was a great bullfrog game looks way cooler than before! Update: This game is the best tower-lair defense game out there. Have been playing from day one on android. Forget the rest get the best! UPDATE: Whenever something goes wrong the Devs are right on it!,5
It tells me to type my name but I can't for some reason. please fix it I want to keep playing,3
Pretty fun,5
Is anyone surprised at this point?,1
Get the game,4
"I was a fan of the original almost twenty years ago, love it",5
Cool,5
Don't bother wasting your time setting up traps and making your dungeon a complex maze because everyone is just going to literally fly over all of it.,3
"Was fun for a while, but now I lose so much gold and stone in raids I haven't been able to train or build in a long time.  Pointless once things cost in the millions, unless you plan on playing and raiding several times a day.",2
"a rip off of the original, buy the computer game, it is a million times better!",1
Great,5
Same,3
I love this game,5
Great for those of us who are a fan of the old school DK games.,5
"Well, raiding a dungeon  seems a little easier  than defending your dungeon because the traps don't  seem to be strong enough even with optimal placement but the game is still  fun.",4
Good way to pass the time and very fun to boot,5
Awesome,5
I've only just started playing but it has potential. If your into strategy games I recommend at least give it a go.,4
"Ultra addictive, once you start you just can't put the game down, almost as good as the original",5
Nice,4
Almost as good as the one a decade ago,4
Fun game. Unique strategy style. Don't have to worry about coming on and being devastated that all your hard work is gone. A little expensive in time. The game gives the gems freely and that is refreshing.,5
Crashes a lot can't pass tutorial does not save progress when It crashes. On a game with timer its pointless to play.,1
I remember playing the original Dungeon Keeper. This game is every bit as fun as the original.,5
Been playing DK mobile for about a year now and game play and engagement has improved 100-fold.,4
Pay and slow build times are sometimes frustrating but the pvp and defense raids are fun. Works fine on galaxy s5.,4
I love to raid guys but a crash in the middle of a raid sucks. Especially when it's up to 100%. I just got effed in the bee.,4
Reminds me when I played the original DK and DK 2 on pc awesome,5
It would be alright if they didn't crash so much and they actually give you a star for 50%,3
Really enjoy the game. Only complaint is drop price on imps.,5
Looks like original DK even the voice is the same  but it's focus  is on building dungeon and defending against other players,5
"Someone help me, I can't seem to name my dungeon, when I type it doesn't type anything",3
Can log in on my tablet it lodes then gos black and then out of the app,5
"I thought this game was forgotten about, still love the original but this app is a great revival.",5
Good,4
Addictive fun!,5
Horny is the devil,4
Favorite game fromy yourh!,5
Good game,5
Takes me back to the old DK with a slight twist for today's mobile gaming.  Don't listen to the haters!,5
"I was having a ton of fun with this game, very enjoyable, not too monotonous, not too pricey, but I've now sunk 40 bucks into this game, and every time I try to build, or increase my imp build speed 2x, or basically click on anything the game goes into a cycle of trying to reconnect to the server, then flashing my dungeon for a split second, then it trys to reconnect again. Over and over. Fix it and I'll re rate 5 stars. I'm not happy what so ever, do not dl this game till this problem is fixed. Xperia ™ Z2",5
Completely built off of micro - transactions.,2
I like it but put more people in it,5
Brings back awesome memories,5
Can't change dungeon name or report bugs. The keyboard disappears every time I try.,1
Didn't work.,1
I played this game on pc a VERY long time ago. I missed smacking my imps.,5
"SUPER fun take on the tower defense concept! However, this game DRAINS my battery REALLY bad, even with my phone plugged in! With my phone plugged in it drains my batter by about 1% per minute! I can only play 40 minutes or so at a time or else risk phone death. I REALLY want to play this, but can't. It drains my GS4 faster than my screen does, according to battery monitor, and it makes my battery dangerously HOT!",2
Great game that keeps you on your toes.,5
I think the game has potential.,4
YAH,5
"The only reason it's called dungeon keeper is to pull in nostalgia dollars. This is nothing like the real dungeon keeper, and the pay wall is too huge for this to be considered a real game.",1
Way too fast!,1
This is a fun game. I would recommend this to anyone who has played the original computer game.,4
Can be played for free but it takes a whole lot longer to get the upgrades that way. Still fun though.,4
Upgrades to your dungeon take a long time as you advance. Imps cost way to much. All and all though this is a fun time killer as long as you don't expect immediate results.,3
This game is pretty awesome. Horny's voice sounds really cool.,5
"The beginning had a little too many instruction boxes. Maybe could've found a different way to explain how to do things. Even after you finish the eternal tutorial, there isn't much to do. Even if there were, you can't really do it. The game very poorly instructs you on how do do, well, anything. However, once you DO figure eveything out, the game isn't that bad. Sure, there's a lot of waiting for things to be built or upgraded, but, other than that, it's pretty okay.",3
"Looks like this game is right up my alley, but I can't enter dungeon name. Keyboard disappears every time I touch it. Droid turbo",1
Not the same Dk in used to.,3
Why do the updates sit in cache? Every time I clean my cache on my phone I need to re-update the game to play. Did an idiot write the software?... or something else? Kinda stupid in my opinion. I'm uninstalling it because I can't play it.,2
Its not the PC game but its still ten times better then the Sims 4.,4
"Anyone who loved dungeon keeper on PC will be sorely disappointed with this cash grab knock off.  The only similarities are the name and some of the graphics, everything else is closer to a clash of clans clone.   Very very disappointing.",2
"Worked great for months, now it crashes every time.",1
"Almost. Boom Beach doesn't have server errors or longish loading time, but this IS a great alternative 👍 EDIT: Constant server crashes",1
"Sucks, it won't even let me enter my name and I can't get passed that!!!!",1
Get this game now,1
Can't get past tutorial on Moto X because I can't name my dungeon. Keyboard just goes away when I try to type one.,1
Fun,4
Haven't been able to play in weeks. Wish I could log on and play the game I spent so much money on.,1
Cool fun great,5
Loved it,5
fun time killer,5
Makes other mobile games seem good,1
Amazing game based off the computer game awhile back ago.,5
"I'm very picky with my games, and this is exactly what I was looking for.",5
Crashes during battles making you lose. At the point in the game now where everything takes 4 to 7 DAYS to upgrade or BUY gems to shorten times. Ridiculous. Go buy a proper game for 3 bucks. *** now after beginning of June update won't even open...,1
It's cool,5
I like the game,5
Awesome graphics. Entertaining!,5
"Build times are way too long, especially on map clearing stuff, which is usually a few seconds work on village building games.  And what moron thought air units made sense?  It's a dungeon, it has ceilings you dimwits.  Air units would have to follow the same tunnels as everything else.  If that's not enough, updates are not done via marketplace, which mean no background downloads.  Have to open game and wait, wait more, and wait some more.  Goodbye",1
Finished the tutorial and was asked to input a name but tapping a key minimized my keyboard. Unable to advance.,1
Absolutely atrocious. Packed to the max with wait times and microtranactions. I had to wait an ENTIRE DAY TO DIG OUT ONE BLOCK. GO ONLINE AND BUY THE ORIGINAL GAME.,1
"If you like the old pc game of this name. Then you'll probably like this. Its so very similar, but its not the same",4
"Enjoyed keeper yrs ago, i think i still do",5
No just no micro transactions to sh#$%,1
"I just updated the game, now it won't open. Please fix this quickly, Grrr update please HTC M8 One. THIS GAME IS BROKEN",1
Only wish there wasnt any disconnect. Fun n hard game.,5
Enjoy playing this game its fun,5
"Really Fun game if the glitches would get fixed. Some have been fixed but new ones have appeared. Now I get disconnected a lot when rearranging my dungeon and attacked, easy to lose when your traps and rooms are in the wrong places. Also, I can't use my immortal for 20 hours! Get this fixed!! Shouldn't get punished for arranging your own dungeon!!!!",3
"With the game installed, my battery that normaly lasted 24 hours was sucked up in under 2. Also, the game doesint look appealing, sound appealing, and destroyed a good series.  EA IF YOU READ THIS, MAK A GOOD GAME,",1
I played the original and contrary to some people I think its a good mobile adaptation.,4
Still want u to spend money,3
This game sucked. I couldn't type my name in to the freaking thing. 0 stars.,1
He was right best game ever,5
"Looks like it would be fun, but I can't get past the name your dungeon prompt. Everything I touch the keyboard, it goes away. Lame!",2
Love new update,5
"I quite like this game. Great for casual gamer who is patient.  Recently stopped working completely, closes upon start up. Please fix.",3
I was never able to play the old version. I got the disc. Just can't play it. The only problem I've gotten so far from this version is... Well I can't continue.. I can't name my dungeon.,3
I remeber this game as a kid I played it for hours ive been wanting a remake to be made and this is above and beyond what I thought,5
Cool game,5
Dungeonkeeper,5
Do not open all of your mines! :-),4
This is grade A BULLSHIT nerdcubed was right and I hate it that when it asks you to rate it if you don't give it 5 stars it asks you to explain why its so bad and the reason is it costs 49.99 to dig out one block,1
I liked it,5
It's fun to slap the imps and the graphics are good but getting gems is too slow,5
"Those that have given this turd 5 stars have never played the real Dungeon Keeper game where you designed diabolical dungeons to keep  powerful HEROS from stealing your loot.  The spirit of the game was, ""It was good to be bad""..... Where are the heros? Now its just a Clash of Clans build castle attack other peoples castles but to do so you MUST spend money to be competitive.  Stick with your Clash of Clans account there is NOTHING new or original here.",1
Does not work on my phone after last update,3
Great Game!,5
Awesome just like the original,5
"I remember this game from 10 years ago. Not exactly the same, but It's funny & enjoyable.",4
Error the imps are working on the server i think it will be a good game if they are able to work out the bugs,3
Played the original and am liking this app,5
